Level,Date and Time,Source,Event ID,Task Category
Information,2025-03-04 7:57:02 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-DAQmx DAQ Assistant (64-bit) 23.5.0. Product Version: 23.50.49392. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:02 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI SLCP Common (64-bit). Product Version: 23.50.49248. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:02 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI USI AOP5 DataPlugin 21.5.0. Product Version: 21.50.49290. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:02 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-DAQmx 653x Installer 14.5.0. Product Version: 14.50.49152. Product Language: 1033. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:02 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-SWITCH 23.5. Product Version: 23.50.49363. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:02 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-SCOPE Configuration Support for NI-DAQmx-Based Digitizers 23.5. Product Version: 23.50.49315. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:02 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-SCOPE (IVI) Runtime 23.5 for .NET Framework 4.5. Product Version: 23.50.49327. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:02 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-PAL 23.5 for 64 Bit Windows. Product Version: 23.50.49298. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:02 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-XNET MSVC Support 23.3. Product Version: 23.30.49242. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:01 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI LabVIEW 2023 Q3 (64-bit) VI Library. Product Version: 23.31.49157. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:01 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Package Manager. Product Version: 23.80.49300. Product Language: 1033. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:01 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-DCPower .NET Language Runtime for .NET Framework 4.5. Product Version: 23.50.49610. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:01 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI ActiveX Container. Product Version: 17.12.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:01 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI LabVIEW 2023 Advanced Signal Processing Toolkit (64-bit). Product Version: 23.10.49251. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:01 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-DCPower Runtime 23.5 for Non-NI-DAQmx-Based Power Supplies and SMUs (64-bit). Product Version: 23.50.49612. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:01 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-XNET 23.3 Shared LabVIEW Infrastructure. Product Version: 23.30.49238. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:01 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI System API Web-Service 32-bit 23.3.0. Product Version: 23.30.49272. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:01 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Measurement Studio Help Assembly. Product Version: 17.05.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:00 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI SSL LabVIEW 2023 Q3 RTE Support (64-bit). Product Version: 23.30.49238. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:00 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: Microsoft .NET Host FX Resolver - 6.0.36 (x64). Product Version: 48.144.23141. Product Language: 1033. Manufacturer: Microsoft Corporation. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:00 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI LabWindows/CVI 2020 .NET Reflector Library. Product Version: 20.00.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:00 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-TClk Runtime 23.5. Product Version: 23.50.49250. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:00 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-SCOPE Runtime 23.5. Product Version: 23.50.49332. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:00 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI MI Session Manager. Product Version: 23.50.49318. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:00 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-XNET Runtime 23.3. Product Version: 23.30.49242. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:00 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-DAQmx ADE Support 23.5.0. Product Version: 23.50.49356. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:00 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI LabVIEW 2023Q1 Real-Time Error Dialog. Product Version: 23.10.49276. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:00 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI LabVIEW 2023 Q3 Patch 1 (64-bit). Product Version: 23.31.49157. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:00 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Help Assistant 2.2.0 (64-bit). Product Version: 2.20.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:56:59 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-488.2 Visual Basic Support 23.5. Product Version: 23.50.49247. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:56:59 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-VISA PXI Passport 23.5.0. Product Version: 23.50.49316. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:56:59 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI IVI Engine. Product Version: 142.5.0.49164. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:56:59 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Measurement Studio Common Help 19.1 for .NET Framework. Product Version: 19.10.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:56:59 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: Java 8 Update 411 (64-bit). Product Version: 8.0.4110.9. Product Language: 1033. Manufacturer: Oracle Corporation. Reconfiguration success or error status: 0.
Information,2025-03-04 7:56:59 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI SSL Support (64-bit). Product Version: 23.30.49239. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:56:59 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-SCOPE Support for C 23.5. Product Version: 23.50.49329. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:56:59 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-DCPower Configuration Support for NI-DAQmx-Based Power Supplies and Source Measure Units 23.5. Product Version: 23.50.49602. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:56:59 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Modular Instruments Device Icon 23.5 (64-bit). Product Version: 23.50.49312. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:56:59 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Customer Experience Improvement Program (64-bit). Product Version: 23.50.49249. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:56:59 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-SWITCH (IVI) Runtime 23.5 for .NET Framework 4.5. Product Version: 23.50.49355. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:56:58 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: Garmin Express. Product Version: 7.19.0.0. Product Language: 1033. Manufacturer: Garmin Ltd or its subsidiaries. Reconfiguration success or error status: 0.
Information,2025-03-04 7:56:58 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI LabVIEW Runtime Interop 2019. Product Version: 19.15.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:56:58 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI MAX Remote Configuration Installer 23.5. Product Version: 23.50.49290. Product Language: 1033. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:56:58 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-DAQmx Lang Runtime 23.5 for .NET Framework 4.0 (64-bit). Product Version: 23.50.49381. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:56:58 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: Microsoft WebView2 Runtime. Product Version: 23.50.49172. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
